"No.","Time","Source","Destination","Protocol","Length","Info"
"286","18.761366","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"287","18.761366","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"288","18.761366","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"289","18.761366","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"290","18.761366","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"291","18.761585","192.168.100.80","36.92.238.141","UDP","75","50600  >  443 Len=33"
"292","18.761674","192.168.100.80","36.92.238.141","UDP","75","50600  >  443 Len=33"
"293","18.763139","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"294","18.763139","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"295","18.763139","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"296","18.763139","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"297","18.763139","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"298","18.763139","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"299","18.763139","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"300","18.763139","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"301","18.763139","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"302","18.763139","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"303","18.763139","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"304","18.763139","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"305","18.763139","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"306","18.763139","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"307","18.763139","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"308","18.763139","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"309","18.763289","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"310","18.763289","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"311","18.763319","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"312","18.763319","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"313","18.763393","192.168.100.80","36.92.238.141","UDP","75","50600  >  443 Len=33"
"314","18.763584","192.168.100.80","36.92.238.141","UDP","75","50600  >  443 Len=33"
"315","18.767430","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"316","18.767430","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"317","18.767430","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"318","18.767430","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"319","18.767430","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"320","18.767430","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"321","18.767430","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"322","18.767430","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"323","18.767430","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"324","18.767430","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"325","18.767430","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"326","18.767430","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"327","18.767430","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"328","18.767430","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"329","18.767430","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"330","18.767595","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"331","18.767595","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"332","18.767645","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"333","18.767645","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"334","18.767645","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"335","18.767907","192.168.100.80","36.92.238.141","UDP","75","50600  >  443 Len=33"
"336","18.768152","192.168.100.80","36.92.238.141","UDP","75","50600  >  443 Len=33"
"337","18.769155","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"338","18.769155","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"339","18.769155","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"340","18.769155","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"341","18.769155","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"342","18.769155","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"343","18.769155","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"344","18.769155","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"345","18.769155","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"346","18.769155","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"347","18.769155","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"348","18.769155","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"349","18.769155","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"350","18.769155","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"351","18.769155","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"352","18.769278","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"353","18.769278","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"354","18.769322","192.168.100.80","36.92.238.141","UDP","75","50600  >  443 Len=33"
"355","18.769498","192.168.100.80","36.92.238.141","UDP","75","50600  >  443 Len=33"
"356","18.770523","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"357","18.770523","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"358","18.770523","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"359","18.770523","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"360","18.770523","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"361","18.770523","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"362","18.770523","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"363","18.770523","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"364","18.770523","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"365","18.770523","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"366","18.770523","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"367","18.770523","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"368","18.770523","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"369","18.770523","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"370","18.770523","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"371","18.770618","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"372","18.770722","192.168.100.80","36.92.238.141","UDP","75","50600  >  443 Len=33"
"373","18.770900","192.168.100.80","36.92.238.141","UDP","75","50600  >  443 Len=33"
"374","18.771958","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"375","18.771958","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"376","18.771958","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"377","18.771958","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"378","18.771958","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"379","18.771958","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"380","18.771958","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"381","18.771958","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"382","18.771958","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"383","18.771958","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"384","18.771958","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"385","18.771958","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"386","18.771958","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"387","18.771958","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"388","18.771958","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"389","18.772053","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"390","18.772053","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"391","18.772194","192.168.100.80","36.92.238.141","UDP","75","50600  >  443 Len=33"
"392","18.773242","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"393","18.773242","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"394","18.773242","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"395","18.773242","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"396","18.773242","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"397","18.773242","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"398","18.773242","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"399","18.773242","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"400","18.773242","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"401","18.773242","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"402","18.773242","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"403","18.773242","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"404","18.773242","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"405","18.773242","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"406","18.773333","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"407","18.773423","192.168.100.80","36.92.238.141","UDP","75","50600  >  443 Len=33"
"408","18.773648","192.168.100.80","36.92.238.141","UDP","80","50600  >  443 Len=38"
"409","18.774677","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"410","18.774677","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"411","18.774677","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"412","18.774677","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"413","18.774677","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"414","18.774677","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"415","18.774677","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"416","18.774677","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"417","18.774677","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"418","18.774677","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"419","18.774677","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"420","18.774677","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"421","18.774677","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"422","18.774677","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"423","18.774677","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"424","18.774784","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"425","18.774784","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"426","18.774927","192.168.100.80","36.92.238.141","UDP","75","50600  >  443 Len=33"
"427","18.775161","192.168.100.80","36.92.238.141","UDP","75","50600  >  443 Len=33"
"428","18.775985","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"429","18.775985","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"430","18.775985","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"431","18.775985","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"432","18.775985","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"433","18.775985","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"434","18.775985","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"435","18.775985","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"436","18.775985","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"437","18.775985","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"438","18.775985","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"439","18.775985","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"440","18.775985","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"441","18.775985","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"442","18.776226","192.168.100.80","36.92.238.141","UDP","75","50600  >  443 Len=33"
"443","18.778698","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"444","18.778698","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"445","18.778698","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"446","18.778698","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"447","18.778698","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"448","18.778698","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"449","18.778698","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"450","18.778698","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"451","18.778698","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"452","18.778698","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"453","18.778698","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"454","18.778698","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"455","18.778698","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"456","18.778698","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"457","18.778698","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"458","18.778938","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"459","18.778941","192.168.100.80","36.92.238.141","UDP","75","50600  >  443 Len=33"
"460","18.778938","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"461","18.779043","192.168.100.80","36.92.238.141","UDP","75","50600  >  443 Len=33"
"462","18.780012","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"463","18.780012","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"464","18.780012","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"465","18.780012","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"466","18.780012","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"467","18.780012","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"468","18.780012","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"469","18.780012","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"470","18.780012","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"471","18.780012","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"472","18.780012","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"473","18.780012","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"474","18.780012","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"475","18.780012","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"476","18.780012","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"477","18.780303","192.168.100.80","36.92.238.141","UDP","75","50600  >  443 Len=33"
"478","18.781477","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"479","18.781477","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"480","18.781477","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"481","18.781477","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"482","18.781477","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"483","18.781477","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
